full_nameyears,sentence,label,sentiment_label,sentiment_score
Aquino-2012,– kristine tatualla i one participants oakwood mutiny.,,,
Aquino-2012,"change happening today, its weve fighting for.",,,
Aquino-2012,"days, president aquinos housing program, its possible us homes.",,,
Aquino-2012,"– pfc rolly bernal people care them, impassioned soldiers winning peace.",,,
Aquino-2012,"consider , outlaws whose violence come end great triumph.",,,
Aquino-2012,"one example infamous terrorist, doctor abu, never strike fear hearts countrymen.",,,
Aquino-2012,also celebrate peace quiet returned places countrymen deafened gunfire.,,,
Aquino-2012,"result solidarity barangays liberated enemy, buildings schools repaired, health centers built.",,,
Aquino-2012,"subject peace, let us talk place long stood symbol frustrated hopes.",,,
Aquino-2012,"reforms armm began, ghost students walking ghost schools ghost roads, learn ghost teachers.",,,
Aquino-2012,"apparitions haunted oic governor mujiv hataman four schools found ghost students also investigating teachers whose names appear list professional regulation commission, well government workers listed plantilla.",,,
Aquino-2012,fiftyfive ghost entries taken payroll.,,,
Aquino-2012,previous scheme regraveling roads earn money outlawed.,,,
Aquino-2012,"avoid abuse, ended cash advances agencies.",,,
Aquino-2012,"now, souls ghosts voters lists rest peace.",,,
Aquino-2012,"why, oic governor mujiv hataman, say indeed certified ghost buster.",,,
Aquino-2012,"replaced phantoms real housing, bridges, learning centers badjaos basilan.",,,
Aquino-2012,"communitybased hatcheries, nets, materials grow seaweeds, seedlings benefited , fishermen.",,,
Aquino-2012,"certified seeds, gabi seedlings, cassava, rubber, trees bearing fruit , farmers.",,,
Aquino-2012,beginning.,,,
Aquino-2012,million pesos set aside fire stations million pesos clean drinking water .,,,
Aquino-2012,million pesos healthcare equipment .,,,
Aquino-2012,million pesos daycare centers .,,,
Aquino-2012,billion pesos roads bridges across region.,,,
Aquino-2012,things afforded aggregate .,,,
Aquino-2012,billion pesos national government granted armm.,,,
Aquino-2012,"also, allow clarify include yearly support receive, reached .",,,
Aquino-2012,billion pesos.,,,
Aquino-2012,even previously wanted break away seeing effects reform.,,,
Aquino-2012,"past seven months, even single encounter recorded military milf.",,,
Aquino-2012,recognize sign trust.,,,
Aquino-2012,regard peace process talks open sides shown trust faith one another.,,,
Aquino-2012,"may times process get little complicated, merely signs steadily moving closer shared goal peace.",,,
Aquino-2012,likewise engaged stakeholders levelheaded discussion crafting executive order mining.,,,
Aquino-2012,"idea behind consensus reached able utilize natural resources uplift living conditions filipinos today, also following generations.",,,
Aquino-2012,reap rewards industry cost destruction nature.,,,
Aquino-2012,executive order first step.,,,
Aquino-2012,"think , billion pesos total value derived mining, .",,,
Aquino-2012,billion percent went national treasury.,,,
Aquino-2012,natural resources shouldnt happen thats left tip theyre extracted.,,,
Aquino-2012,"hoping congress work us pass law ensure environment cared for, public private sectors receive benefits industry.",,,
Aquino-2012,let us talk situation disaster risk reduction management.,,,
Aquino-2012,"once, government, supposed give aid, one asking aid.",,,
Aquino-2012,"today, even storm still brewing, already know craft clear plans avoid catastrophe.",,,
Aquino-2012,talking disasters reminds time typhoon struck tarlac.,,,
Aquino-2012,"dike collapsed due rains one barangay captains awoke, floods already taken house, well farming equipment.",,,
Aquino-2012,"fortunately, entire family survived.",,,
Aquino-2012,carabao left tied tree wasnt lucky strangled death force flood.,,,
Aquino-2012,"many affected typhoons ondoy, pepeng, sendong defenseless.",,,
Aquino-2012,lost many lives natural disasters.,,,
Aquino-2012,"now, project noah, antidisaster initiatives brought inside one boat, longer leave evacuation families mere luck.",,,
Aquino-2012,technology give fair warning filipinos order prepare avoid worst.,,,
Aquino-2012,automated rain gauges water level monitoring sensors various regions benefit us directly realtime.,,,
Aquino-2012,target end automated rain gauges water level sensors.,,,
Aquino-2012,installed primary river basins around country.,,,
Aquino-2012,"yet another change before, agencies shared responsibilities would work separately, little coordination cooperation.",,,
Aquino-2012,"now, culture government bayanihan—a coming together sake people.",,,
Aquino-2012,call convergence.,,,
Aquino-2012,"always tree planting programs government—but trees planted, left alone.",,,
Aquino-2012,communities needed livelihood would cut turn charcoal.,,,
Aquino-2012,solution this.,,,
Aquino-2012,", hectares forest planted across country fraction .",,,
Aquino-2012,millionhectare farmlands laid step down.,,,
Aquino-2012,covers communities national convergence initiative.,,,
Aquino-2012,"process tree planted, dwsd coordinate communities.",,,
Aquino-2012,"exchange conditional cash transfer, communities would take care trees would help nurture seeds nursery.",,,
Aquino-2012,", individuals earn livelihood activities.",,,
Aquino-2012,"private sector likewise taken part program hands special coffee cacao beans communities, trains townsfolk, too, nurture seeds bountiful harvest.",,,
Aquino-2012,coffee planted shade trees turn help prevent flooding protect people.,,,
Aquino-2012,company hands seeds sure buyers yield.,,,
Aquino-2012,"its winwin situation—for private sector, communities extra income, succeeding generations benefit trees.",,,
Aquino-2012,illegal logging long problem.,,,
Aquino-2012,time signed executive order no.,,,
Aquino-2012,", mayor jun amante confiscated lumber amounting six million pesos.",,,
Aquino-2012,gratitude.,,,
Aquino-2012,"butuan lgus demonstrated kind political timber confiscated denr handed tesda, gives timber communities train carpentry.",,,
Aquino-2012,"this, deped gets chairs public schools.",,,
Aquino-2012,consider product destruction crafted instrument realization better future.,,,
Aquino-2012,impossible then—impossible long government turned blind eye illegal activities.,,,
Aquino-2012,without conscience repeatedly gamble lives fellow filipinos—your days numbered.,,,
Aquino-2012,"weve already sanctioned thirtyfour denr officials, one pnp provincial director, seven chiefs police.",,,
Aquino-2012,asking regional director pnp explain seemed deaf directives blind colossal logs transported eyes.,,,
Aquino-2012,"shape up, next.",,,
Aquino-2012,"even tremble beneath skirts patrons, find you.",,,
Aquino-2012,"suggest start jobs, its late.",,,
Aquino-2012,"womb, school, work, change touched filipino.",,,
Aquino-2012,"life government service chosen, people expect level care state, retirement.",,,
Aquino-2012,"administration recognize contributions society public servants, withhold pensions contributed to.",,,
Aquino-2012,consider retirees receive less pesos month.,,,
Aquino-2012,"one pay water, power, food, daily response new year comes resolution oldage disability pensioners receive less five thousand pesos monthly.",,,
Aquino-2012,"heartened meet needs now, without jeopardizing future benefits.",,,
Aquino-2012,face government truly changed.,,,
Aquino-2012,compensation levels par private sectors entry level.,,,
Aquino-2012,"rise ranks, privatesector pay overtakes government.",,,
Aquino-2012,"close gap time now, good news government employees performancebased incentives.",,,
Aquino-2012,"past, even poorly performing agencies would employees ratings lower very satisfactory.",,,
Aquino-2012,"maintain smooth interpersonal relations, supervisors would hard time giving appropriate ratings.",,,
Aquino-2012,"exceptional employees recognized excellence deincentivized, receive rewards laziness indolence.",,,
Aquino-2012,one steps respond this.,,,
Aquino-2012,"starting year, implement system bonuses based agencys abilities meet annual targets.",,,
Aquino-2012,employees hold keys advancement.,,,
Aquino-2012,"incentives may reach , pesos, depending well jobs.",,,
Aquino-2012,addition acrosstheboard christmas bonus.,,,
Aquino-2012,boost morale show due appreciation public servants.,,,
Aquino-2012,"is, all, filipino people, expect sincere efficient service—who expect continue sole bosses workers government.",,,
Aquino-2012,"always people questioned guiding principle, if corruption, poverty.",,,
Aquino-2012,ask good governance put food table.,,,
Aquino-2012,quite simply yes.,,,
Aquino-2012,think business philippines considered risky—the rules opaque constantly changing.,,,
Aquino-2012,person shaking hand one day may pick pocket next.,,,
Aquino-2012,"now, level playing field, clear consistent rules, confidence economy growing.",,,
Aquino-2012,"investments pouring in, jobs created, virtuous cycle begun—where empowered consumers buy products, businesses hire people expand keep growing demand.",,,
Aquino-2012,"prudent spending allowed us plug leaks system, improved tax collection increased revenues.",,,
Aquino-2012,"every peso collected properly spent roads, vaccines, classrooms chairs—spent future.",,,
Aquino-2012,"fixed system build roads, bridges, buildings—they go truly needed.",,,
Aquino-2012,"roads properly paved products, services, people reach destination quickly greater ease.",,,
Aquino-2012,"good governance agriculture, food production increased, prices dont fluctuate, wages stable, economy stronger.",,,
Aquino-2012,true resilient dynamic economy resting foundations good governance best defense global uncertainty.,,,
Aquino-2012,"dismantling obstacles progress two years, now, success limited hard willing work it.",,,
Aquino-2012,achieved things even countries around world surmounting challenges.,,,
