full_nameyears,sentence,label,sentiment_label,sentiment_score
Duterte-2016,kami nagtatrabaho lang.,,,
Duterte-2016,nation guard.,,,
Duterte-2016,millions people see healthy.,,,
Duterte-2016,"its question drugs, its question public interest, public order.",,,
Duterte-2016,"kita mo lesser crimes, wala na kasing magnanakaw, wala na nagholdap.",,,
Duterte-2016,kasi para yan—bakit itatapon sabi nila eh maliliit lang iyan.,,,
Duterte-2016,gamitin mo utak mo.,,,
Duterte-2016,"able contaminate, kagaya ng negosyo ng mga chinese, wholesale yan sila.",,,
Duterte-2016,"maski konti konti, kung whole ng tondo contaminated, pera yan.",,,
Duterte-2016,sayingthe chinese practice itong wholesaleretail.,,,
Duterte-2016,"go wholesale, maski na kumita lang isang piso dyan, okay na iyan.",,,
Duterte-2016,kasi paramihan eh.,,,
Duterte-2016,yan ang ibig kong sabihin.,,,
Duterte-2016,hope military police react thisits part deep intelligence gathered.,,,
Duterte-2016,forced come public kasi iyong mga pari nagaano.,,,
Duterte-2016,"alam mo, kayong mga media, naghanap kayo ng, where big fish saan iyong bilyonaryo na mayaman, iyong mga may kotse, may mga mercedes.",,,
Duterte-2016,"maam nandoon yan sila sa labas, wala dito.",,,
Duterte-2016,"magdala ka ng isang battalion na police para hulihin natin doon, kung kaya natin.",,,
Duterte-2016,direct traffic drugs sa kanila.,,,
Duterte-2016,"meron silang ganito, malaki, real time nakikinig sila ngayon dito.",,,
Duterte-2016,percent nakikinig sila dito.,,,
Duterte-2016,saan doon doon lang.,,,
Duterte-2016,"isosoli nila sa tondo, itapon mo diyan, tapos umalis ka kunin sa tindahan yung bag package.",,,
Duterte-2016,di ba sabi mo nakikita ng media na kayo lang ang nagbabrand niyan na drug lord eh.,,,
Duterte-2016,"drug lords, mga lieutenant, delivery boy yan.",,,
Duterte-2016,"kung baga lbc lang yan, pati dhl, federal.",,,
Duterte-2016,"pati iyong tawag nilang basura, iyon yung street ano—huwag kayong maghanap.",,,
Duterte-2016,"gusto ninyo sabihin ko sa inyo, puntahan natin.",,,
Duterte-2016,give names.,,,
Duterte-2016,ill show intelligence paper.,,,
Duterte-2016,pero give guarantee na may gawain ka.,,,
Duterte-2016,"kasi give name, ill give country, kung wala pa ring gagawa magshotgun tayo—kaya hindi lang kami no.",,,
Duterte-2016,get personal work here.,,,
Duterte-2016,"saying i—dito oh, balik na tayo.",,,
Duterte-2016,"kasi iyong hindi nakakaintindi na mga tagalog, ano na iyong, tagal naman nitong— passenger capacity congestion shall addressed increasing number running trains current trains total cars per hour, trains total cars per hour increase train speed kph kph.",,,
Duterte-2016,"ang problema nito, iyong mga railways—hindi na ito kasali diyan huwag kayong maniwala dito.",,,
Duterte-2016,"two thirds mine, third is—korek iyong grammar ko.",,,
Duterte-2016,ayaw lang nila.,,,
Duterte-2016,"sixty kilometer per hour, problema nito, must agree rails quite aged.",,,
Duterte-2016,rails maybe.,,,
Duterte-2016,"noon pa yan sa panahon ni marcos, imelda.",,,
Duterte-2016,"nandiyan pa. ngayon, sabi ni tugade, sir, magbigay sa akin, sabihin ko kilometers per hour.",,,
Duterte-2016,"sabihin ko, art, sigurado ka maka hold ang rail niyan baka maputol iyan, magdiretso yung tren sa cavite.",,,
Duterte-2016,"dumiretso sa cavite, maglipad, doon kay tolentino, oh, bakit may tren dito sa tagaytay its quite fast, quite fast, kilometres per hour youre pulling something heavy.",,,
Duterte-2016,"really moves  mawalan ng ano  moves speed heavy thing great speed, mahirap mong  sumasadsad kasi mabigat eh.",,,
Duterte-2016,reduce headway time minutes minutes.,,,
Duterte-2016,"mahina lang tayo ng—ang plano ni tugade, mahina lang tayo ng one minute sa hong kong.",,,
Duterte-2016,"two minutes, kaniya three minutes eh.",,,
Duterte-2016,"art, ambisyoso ka.",,,
Duterte-2016,"kaya mo kaya ito specifically lrt, operating hours shall extended pm.",,,
Duterte-2016,marami pang mga bata ang uuwi niyan.,,,
Duterte-2016,"absorb passengers, delays procurement additional trains shall addressed soonest.",,,
Duterte-2016,"now, iyan ang sinasabi ko.",,,
Duterte-2016,"want know me, fine.",,,
Duterte-2016,wala akong problema.,,,
Duterte-2016,sabihin ninyo na doon ang  go normal way.,,,
Duterte-2016,youre able make purchases.,,,
Duterte-2016,"ang maganda nito, signed executive order sa aming foi.",,,
Duterte-2016,naunahan ko kayo.,,,
Duterte-2016,yung inyo— nandoon na sa akin.,,,
Duterte-2016,"oo, tapos na ako kaya ilabas ko na.",,,
Duterte-2016,today.,,,
Duterte-2016,"alam ninyo, sabi ko, unahan ko ang congress puro mayayabang ang ano diyan.",,,
Duterte-2016,grab the stealing ones thunder.,,,
